四又の百合,宮沢賢治
心象スケッチ,宮沢賢治
セロ弾きのゴーシュ,宮沢賢治
チュウリップの幻術,宮沢賢治
注文の多い料理店,宮沢賢治
どんぐりと山猫,宮沢賢治
狼森と笊森,宮沢賢治
盗森,宮沢賢治
注文の多い料理店,宮沢賢治
烏の北斗七星,宮沢賢治
水仙月の四日,宮沢賢治
山男の四月,宮沢賢治
かしはばやしの夜,宮沢賢治
月夜のでんしんばしら,宮沢賢治
鹿踊りのはじまり,宮沢賢治
鳥をとるやなぎ,宮沢賢治
どんぐりと山猫,宮沢賢治
農民芸術概論,宮沢賢治
春と修羅,宮沢賢治
双子の星,宮沢賢治
星めぐりの歌,宮沢賢治
祭りの晩,宮沢賢治
めくらぶどうと虹,宮沢賢治
やまなし,宮沢賢治
よだかの星,宮沢賢治
燐光,宮沢賢治
臘月,宮沢賢治
教育小説私の先生,無縁居士
寒山拾得,森鴎外
最後の一句,森鴎外
高瀬舟,森鴎外
ぢいさんばあさん,森鴎外
舞姫,森鴎外
感慨,森下笹吉
教育小説私の先生（承前）,安田無縁
疑惑,藪白明
三郎盛綱,山田美妙
太郎定綱,山田美妙
ふるさと,山村暮鳥
ゆふがた,山村暮鳥
あやかしの鼓,夢野久作
何んでも無い,夢野久作
人の顔,夢野久作
瓶詰の地獄,夢野久作
教育小話　小学教師,羊我生
短歌（五首）,与謝野晶子
定本与謝野晶子全集未収録歌,与謝野晶子
みだれ髪,与謝野晶子
小公子,若松賤子訳
政子,ン洲散史
かさじぞう,
つるのおんがえし,
いっすんぼうし,
かちかちやま,
かぐやひめ,
さるとかに,
ももたろう,
したきりすずめ,
うらしまたろう,
やまんば,
書言字考節用集,
本朝三字経,
蜘蛛のすがき,
雅語音声考,鈴木朖
大言海,大槻文彦
下学集,
運歩色葉集,
要略字類抄,
伊呂波拾遺,
選集抄,
遊子方言,
傭字例,関政方
入来院家文書,
東京大学史料,
日本議会演説,
琉球外国関係文書,
二条河原落書,
吹上秘書漂民御覧之記,
辺要分界図考,
木村蒹葭堂宛書簡,司馬江漢
類集撰要,旧幕引継文書
凌雲帳,
律呂新書,
論語何晏集解,
荀子 楽論篇,
後漢書 儒林伝,
金光明最勝王経,
正法眼蔵随聞記,懐奘
正法眼蔵,
経律異相,
父母恩重經
像法決疑經
般若心経
兵範記
知信記
範国記
古今和歌集
烏帽子折草紙
玉ものまへ
四十二の物あらそひ
付喪神
義経記
源氏物語
源氏小鑑
源氏物語音楽之事
岷江入楚写本 自筆本
岷江御聞書,
源氏詞清濁,
源氏清濁,
紫明抄,
仙源抄,
伊路波朝鮮銅活字版,
伊勢物語,
新訳絵入伊勢物語,
絵本女雑書,江戸明治女子教育資料
女子教育趣意書,江戸明治女子教育資料
童女筌,江戸明治女子教育資料
本朝烈女伝,江戸明治女子教育資料
修身女学道しるべ,江戸明治女子教育資料
世界婦女往来,江戸明治女子教育資料
西洋烈女伝,江戸明治女子教育資料
小学勧善本朝烈女伝,江戸明治女子教育資料
日本将来之婦女,江戸明治女子教育資料
古今烈女伝,江戸明治女子教育資料
知床日誌江戸時代紀行文集,
國華創刊号,雑誌
家事及び裁縫,雑誌
