或日の大石内蔵助,芥川龍之介
蜘蛛の糸,芥川龍之介
黄梁夢,芥川龍之介
十円札,芥川龍之介
蜃気楼,芥川龍之介
仙人,芥川龍之介
父,芥川龍之介
鼻,芥川龍之介
藪の中,芥川龍之介
羅生門,芥川龍之介
一房の葡萄,有島武郎
親子そば三人客,泉鏡花
外科室,泉鏡花
長長秋夜,小熊秀雄
金色夜叉前編第八章,尾崎紅葉
教育小説濡れ衣,小田切金渓
愛撫,梶井基次郎
筧の話,梶井基次郎
器楽的幻覚,梶井基次郎
桜の樹の下には,梶井基次郎
蒼穹,梶井基次郎
橡の花,梶井基次郎
闇の絵巻,梶井基次郎
檸檬,梶井基次郎
お魚,金子みすず
大漁,金子みすず
繭と墓,金子みすず
まざあ ぐうす,北原白秋訳
岡本の手帳,国木田独歩
巡査,国木田独歩
理想の妻,湖東生
兄,小林多喜二
三人,島崎藤村
強敵,島崎藤村
木犀の匂ひ,高橋元吉
小説　島の女教師,田口紋子
暁と夕の詩,立原道造
鮎の歌,立原道造
萱草に寄す,立原道造
のちのおもひに,立原道造
晩秋,立原道造
生,田山花袋
孤憑,中島敦
山月記,中島敦
木乃伊,中島敦
文字禍,中島敦
秋の一日,中原中也
秋,中原中也
在りし日の歌,中原中也
妹よ,中原中也
失せし希望,中原中也
生ひ立ちの歌,中原中也
温泉集（初期短歌）,中原中也
帰郷,中原中也
湖上,中原中也
サーカス,中原中也
春日狂想,中原中也
少年時,中原中也
黄昏,中原中也
ためいき,中原中也
月夜の浜辺,中原中也
夏の日の歌,中原中也
春の日の夕暮,中原中也
骨,中原中也
山羊の歌,中原中也
汚れちまった悲しみに,中原中也
六月の雨,中原中也
暖かい夢,夏目漱石
印象,夏目漱石
クレイグ先生,夏目漱石
下宿,夏目漱石
心原稿版,夏目漱石
坊っちゃん,夏目漱石
ホトトギス,夏目漱石
昔,夏目漱石
夢十夜,夏目漱石
倫敦塔,夏目漱石
吾輩は猫である,夏目漱石
牛をつないだ椿の木,新美南吉
嘘,新美南吉
うた時計,新美南吉
おぢいさんのランプ,新美南吉
川,新美南吉
久助君の話,新美南吉
ごんぎつね,新美南吉
ごん狐（権狐）,新美南吉
張紅倫,新美南吉
手袋を買ひに,新美南吉
童話に於ける物語性の喪失,新美南吉
のら犬,新美南吉
花のき村と盗人たち,新美南吉
花を埋める,新美南吉
正坊とクロ,新美南吉
耳,新美南吉
幻聴の銀座,新居格
十五夜お月さん,野口雨情
キユーピー ピーちやん,野口雨情
子雁,野口雨情
黄金蟲,野口雨情
青い眼の人形,野口雨情
上野のお山,野口雨情
赤い靴,野口雨情
七つの子,野口雨情
足柄山,野口雨情
俵はごろごろ,野口雨情
青い空,野口雨情
赤とんぼ,野口雨情
新吉は目が醒めない,野口雨情
子供のどんのくぼ,野口雨情
娘と剩金,野口雨情
船頭小唄,野口雨情
牧師と百姓と子供,野口雨情
君が名,野口雨情
娘と劉さん,野口雨情
酒場の前,野口雨情
十五の春,野口雨情
日永,野口雨情
百姓の足,野口雨情
狐見るたび,野口雨情
田螺,野口雨情
石の地蔵さま,野口雨情
蛇の心,野口雨情
群馬大橋畔詩碑,萩原恭次郎
およぐひと,萩原朔太郎
純情小曲集,萩原朔太郎
大渡橋,萩原朔太郎
監獄裏の林,萩原朔太郎
郷土望景詩の後に,萩原朔太郎
小出新道,萩原朔太郎
公園の椅子,萩原朔太郎
才川町　十二月下旬,萩原朔太郎
新前橋駅,萩原朔太郎
中学の校庭,萩原朔太郎
月夜,萩原朔太郎
利根の松原,萩原朔太郎
波宜亭,萩原朔太郎
広瀬川,萩原朔太郎
二子山附近,萩原朔太郎
帰郷,萩原朔太郎
うつせみ,樋口一葉
大つごもり,樋口一葉
十三夜,樋口一葉
たけくらべ,樋口一葉
にごりえ,樋口一葉
闇桜,樋口一葉
ゆく雲,樋口一葉
わかれ道,樋口一葉
落葉,平井晩村
余が言文一致の由来,二葉亭四迷
余が翻訳の標準,二葉亭四迷
西瓜喰う人,牧野信一
現代俳句抄,正岡子規他
俳句百句選,正岡子規他
極小歳時記,正岡子規他
女教師,三浦圭三
落日,三浦暁村
女教師,宮崎雪洲
雨ニモマケズ,宮沢賢治
おきなぐさ,宮沢賢治
雁の童子,宮沢賢治
銀河鉄道の夜,宮沢賢治
赤い目玉のさそり,宮沢賢治
銀河鉄道の夜,宮沢賢治
雲の信號,宮沢賢治
耕耘部の時計,宮沢賢治
孤独と風童,宮沢賢治
